sigma,lambda,sse_rel,rmse_rel,mae_rel,bias_rel
0.074,0.035,57.19493031891391,0.9309080799503662,0.9139598715518235,-0.9139598715518235
0.0745,0.035,57.180201306487454,0.9307882070922102,0.9138328467943141,-0.9138328467943141
0.075,0.035,57.16537062198107,0.9306674911701415,0.9137048607618898,-0.9137048607618898
0.0755,0.035,57.15043844096808,0.9305459332854353,0.9135759143045066,-0.9135759143045066
0.076,0.035,57.135404932597574,0.930423534485347,0.913446008220609,-0.913446008220609
0.0765,0.035,57.12027025965917,0.9303002957636132,0.9133151432576955,-0.9133151432576955
0.077,0.035,57.10503457865396,0.9301762180610038,0.9131833201129355,-0.9131833201129355
0.0775,0.035,57.08969803987106,0.9300513022659187,0.9130505394338337,-0.9130505394338337
0.078,0.035,57.07426078746952,0.929925549215028,0.9129168018189362,-0.9129168018189362
0.0785,0.035,57.0587229595646,0.9297989596939483,0.9127821078185728,-0.9127821078185728
0.079,0.035,57.04308468831837,0.9296715344379529,0.9126464579356337,-0.9126464579356337
0.0795,0.035,57.02734610003392,0.9295432741327121,0.9125098526263759,-0.9125098526263759
0.08,0.035,57.01150731525263,0.9294141794150588,0.9123722923012525,-0.9123722923012525
0.0805,0.035,56.99556844885454,0.9292842508737779,0.9122337773257672,-0.9122337773257672
0.081,0.035,56.979529610160796,0.9291534890504138,0.9120943080213442,-0.9120943080213442
0.0815,0.035,56.96339090303833,0.9290218944400964,0.9119538846662144,-0.9119538846662144
0.082,0.035,56.94715242600602,0.9288894674923778,0.9118125074963143,-0.9118125074963143
0.0825,0.035,56.93081427234241,0.928756208612083,0.9116701767061938,-0.9116701767061938
0.083,0.035,56.9143765301942,0.9286221181601673,0.9115268924499308,-0.9115268924499308
0.0835,0.035,56.8978392826856,0.9284871964545796,0.9113826548420514,-0.9113826548420514
0.084,0.035,56.88120260802813,0.92835144377113,0.9112374639584493,-0.9112374639584493
0.0845,0.035,56.86446657963059,0.9282148603443601,0.9110913198373102,-0.9110913198373102
0.085,0.035,56.84763126620901,0.9280774463684118,0.9109442224800294,-0.9109442224800294
